Date,AXISBANK.NS,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS,PNB.NS,SBIN.NS
2024-10-03,1174.696044921875,829.7838134765625,1246.7301025390625,364.1401672363281,102.10142517089844,764.6851806640625
2024-10-04,1177.393798828125,817.771240234375,1230.2572021484375,361.3833312988281,102.86917877197266,767.1407470703125
2024-10-07,1144.7216796875,798.1119384765625,1224.4520263671875,357.6376647949219,99.19562530517578,742.1038208007812
2024-10-08,1152.3153076171875,814.5152587890625,1227.13134765625,360.2646179199219,99.60379791259766,752.5037841796875
2024-10-09,1169.15087890625,805.6845703125,1234.62353515625,359.7452392578125,101.16845703125,767.8629760742188
2024-10-10,1183.23876953125,820.114501953125,1233.978515625,374.78790283203125,100.77000427246094,767.5740356445312
2024-10-11,1171.4488525390625,814.4905395507812,1213.635498046875,376.04644775390625,101.95565032958984,770.1259155273438
2024-10-14,1163.355712890625,832.7931518554688,1222.3184814453125,381.71990966796875,102.0528335571289,775.3258666992188
2024-10-15,1152.86474609375,830.81982421875,1245.8865966796875,378.6034851074219,102.023681640625,774.8444213867188
2024-10-16,1152.2152099609375,838.565185546875,1233.6312255859375,374.83782958984375,102.09171295166016,775.61474609375
2024-10-17,1130.883544921875,825.4178466796875,1221.8223876953125,372.38067626953125,99.57464599609375,781.0072631835938
2024-10-18,1195.8280029296875,829.7098388671875,1254.8177490234375,373.779052734375,100.36183166503906,790.010986328125
2024-10-21,1189.28369140625,852.8223876953125,1249.4095458984375,357.4278869628906,99.40943145751953,783.7999267578125
2024-10-22,1174.7459716796875,845.841796875,1257.7947998046875,352.2239074707031,92.27613067626953,761.1222534179688
2024-10-23,1159.4091796875,856.3251342773438,1242.0164794921875,353.15283203125,93.95741271972656,756.8851928710938
2024-10-24,1166.3531494140625,863.15771484375,1243.15771484375,352.03411865234375,95.9691162109375,765.1185302734375
2024-10-25,1188.3343505859375,860.0744018554688,1245.8370361328125,353.3625793457031,93.02445220947266,752.0222778320312
2024-10-28,1170.599609375,855.5357055664062,1282.95068359375,349.56695556640625,95.86222076416016,762.7111206054688
2024-10-29,1185.8365478515625,864.2430419921875,1321.6519775390625,351.63458251953125,98.4764633178711,801.8554077148438
2024-10-30,1169.400634765625,855.7330322265625,1302.1029052734375,346.5205078125,97.1450424194336,791.9850463867188
2024-10-31,1158.5599365234375,856.2757568359375,1282.355224609375,345.8212890625,95.14305877685547,789.8184204101562
2024-11-01,1168.5513916015625,857.0650634765625,1281.90869140625,348.4782409667969,98.13632202148438,790.7813720703125
2024-11-04,1138.2772216796875,845.6197509765625,1267.42041015625,345.4716796875,100.73113250732422,799.1109619140625
2024-11-05,1170.699462890625,867.2030029296875,1286.7711181640625,351.0252685546875,101.76128387451172,817.7442016601562
2024-11-06,1165.50390625,865.9203491210938,1292.3779296875,352.114013671875,103.96736145019531,823.13671875
2024-11-07,1158.9095458984375,861.62841796875,1268.908935546875,348.9776611328125,103.7049560546875,827.7589111328125
2024-11-08,1159.9586181640625,865.525634765625,1249.2109375,348.7579040527344,101.83902740478516,811.9182739257812
2024-11-11,1170.0001220703125,871.3717041015625,1259.5810546875,348.3983154296875,102.17916870117188,816.2516479492188
2024-11-12,1157.1611328125,847.6424560546875,1260.8709716796875,343.8835144042969,100.80888366699219,796.0775756835938
2024-11-13,1138.1773681640625,829.463134765625,1244.100341796875,337.1812438964844,97.7281494140625,778.6962890625
